"","ISO","Cases_Resistance","Cases_Resilience","Cases_Reduction","Cases_R2_fit","Tests_Resistance","Tests_Resilience","Tests_Reduction","Tests_R2_fit","Deaths_Resistance","Deaths_Resilience","Deaths_Reduction","Deaths_R2_fit","Cases_Peak_DOY","Tests_Peak_DOY","Deaths_Peak_DOY","Stringency_Mean","Stringency_Decay","Stringency_Background","Stringency_Adaptive","Population","Pop_Dens","Country_Size","Median_Age","GDP_per_Capita","Hospital_Beds_per_1000","Life_Expectancy","Human_Development_Index","Trust","Power_Distance","Individualism","Masculinity","Uncertainty_Avoidance","Long_Term_Orientation","Indulgence"
"325","PER",-0.000242497796453374,0.0155537863809743,0.772026400234415,0.976358176273677,-1.20459202121249,0.0175722933653445,0.764850950086593,0.954053381388243,-1.51304843532267e-05,0.0240419022882787,0.906350224502886,0.94761823823978,NA,NA,NA,71.7098083067093,80.1112962962963,63.5719318181818,0.649705387205373,32971846,25.129,1312103.38652553,29.1,12236.706,1.6,76.74,0.75,4.2,64,16,42,87,25,46
"326","PHL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.1206862745098,NA,71.7917326732673,NA,109581085,351.873,311422.260304144,25.2,7599.188,1,71.23,0.699,5.3,94,32,64,44,27,42
"327","PNG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5210223642173,NA,44.5093777777778,NA,8947027,18.22,491055.268935236,22.6,3823.194,NA,64.5,0.544,NA,NA,NA,NA,NA,NA,NA
"328","POL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.7475884244373,NA,NA,NA,37846605,124.027,305148.112910898,41.8,27216.445,6.62,78.73,0.865,24.1,68,60,64,93,38,29
"329","PRT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.1853267973856,NA,49.1034615384615,NA,10196707,112.371,90741.4457466784,46.2,27936.896,3.39,82.05,0.847,NA,63,27,31,104,28,33
"330","PRY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.0927884615385,NA,67.9714285714286,NA,7132530,17.144,416036.514232385,26.5,8827.01,1.3,74.25,0.702,NA,NA,NA,NA,NA,NA,NA
"331","PSE",-0.000121777953415287,0.0172472934339682,0.354516772905801,0.955009869428941,-0.119131697173013,0.00707459233808256,0.151770973003802,0.987471750212903,-1.16830307506779e-06,0.00460945337790495,0.194630872483222,0.595635066920484,NA,NA,NA,70.0841853035144,83.7666666666667,67.416245210728,0.436666666666667,5101416,778.202,6555.38793269614,20.4,4449.898,NA,74.05,0.686,NA,80,38,53,68,23,34
"332","QAT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8956862745098,NA,57.4752688172043,NA,2881060,227.322,12673.9162949473,31.9,116935.6,1.2,80.23,0.856,NA,80,38,53,68,23,34
"333","ROU",-6.36084950359404e-05,0.00312376763810618,0.0543279288702927,0.408766262394655,-0.0626172533810032,0.00856653273377876,0.143604419104477,0.870057241837166,-2.25806830573455e-06,0.00414712637838645,0.107734806629834,0.909167028408447,NA,NA,NA,50.8164423076923,42.59,45.6502352941176,-3.37822784810126,19237682,85.129,225982.708595191,43,23313.199,6.892,76.05,0.811,12.1,90,30,42,90,52,20
"334","RUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.7700319488818,NA,46.7100947867299,NA,145934460,8.823,16540231.2138728,39.6,24765.954,8.05,72.58,0.816,22.9,93,39,36,95,81,20
"335","RWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.4802931596091,NA,62.6349433962264,NA,12952209,494.869,26173.0053812221,20.3,1854.211,NA,69.02,0.524,NA,NA,NA,NA,NA,18,37
"336","SAU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.442783171521,NA,60.1155555555556,NA,34813867,15.322,2272149.00143584,31.9,49045.411,2.7,75.13,0.853,NA,NA,NA,NA,NA,36,52
"337","SDN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.2318954248366,NA,48.2550282485876,NA,43849269,23.258,1885341.34491358,19.7,4466.507,0.8,65.31,0.502,NA,80,38,53,68,23,34
"338","SEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.100032051282,NA,45.015,NA,16743930,82.328,203380.745311437,18.7,2470.58,NA,67.94,0.505,NA,77,20,46,54,9,78
"339","SGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.6339215686274,NA,40.3357291666667,NA,5850343,7915.731,739.078045982108,42.4,85535.383,2.4,83.62,0.932,NA,74,20,48,8,72,46
"340","SLB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.8221864951769,NA,NA,NA,686878,21.841,31449.0179021107,20.8,2205.923,1.4,73,0.546,NA,NA,NA,NA,NA,NA,NA
"341","SLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8715335463259,NA,35.1335483870968,NA,7976985,104.7,76188.9684813754,19.1,1390.3,NA,54.7,0.419,NA,77,20,46,54,9,78
"342","SLV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.6861980830671,NA,67.3620072992701,NA,6486201,307.811,21072.0247164656,27.6,7292.458,1.3,73.32,0.674,NA,71,27,19,88,49,48
"343","SMR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.6989743589744,NA,36.9170506912442,NA,33938,556.667,60.9664305590236,NA,56861.47,3.8,84.97,NA,NA,NA,NA,NA,NA,NA,NA
"344","SOM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.7544051446945,NA,30.0128436018957,NA,15893219,23.5,676307.191489362,16.8,NA,0.9,57.4,NA,NA,64,27,41,52,32,40
"345","SRB",-5.38635945469797e-05,0.0342050558420915,0.814252973916839,0.976160414780761,-0.0421196355846418,0.028942220569055,0.75440454345904,0.964530692730286,-1.50486524108118e-06,0.0392398651706767,0.8984375,0.978840857596308,NA,NA,NA,51.583680781759,56.0575409836066,43.2335897435897,23.2406520947177,6804596,80.291,84749.1748763871,41.2,14048.881,5.609,76,0.787,16.3,86,25,43,92,52,28
"346","SSD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.4334185303514,NA,46.9783913043478,NA,11193729,NA,NA,19.2,1569.888,NA,57.85,0.388,NA,64,27,41,52,32,40
"347","STP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219161,212.841,1029.69352709299,18.7,3052.714,2.9,70.39,0.589,NA,NA,NA,NA,NA,NA,NA
"348","SUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.7719808306709,NA,58.6762068965517,NA,586634,3.612,162412.513842746,29.6,13767.119,3.1,71.68,0.72,NA,85,47,37,92,NA,NA
"349","SVK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.5169009584665,NA,41.5321132075472,NA,5459643,113.128,48260.757725762,41.2,30155.152,5.82,77.54,0.855,21.4,104,52,110,51,77,28
"350","SVN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.5693092105263,NA,38.6055601659751,NA,2078932,102.619,20258.7435075376,44.5,31400.84,4.5,81.32,0.896,25.3,71,27,19,88,49,48
"351","SWE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.6957188498403,NA,45.2784482758621,NA,10099270,24.718,408579.577635731,41,46949.283,2.22,82.8,0.933,62.8,31,71,5,29,53,78
"352","SWZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.1355555555556,NA,60.0729864253394,NA,1160164,79.492,14594.7265133598,21.5,7738.975,2.1,60.19,0.588,NA,NA,NA,NA,NA,NA,NA
"353","SYC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.6859333333333,NA,NA,NA,98340,208.354,471.985179070236,36.2,26382.287,3.6,73.4,0.797,NA,64,27,41,52,32,40
"354","SYR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.2886900958466,NA,55.5579078014184,NA,17500657,NA,NA,21.7,NA,1.5,72.7,0.536,NA,80,38,53,68,23,34
"355","TCD",-6.33148013750757e-07,0.0132016111028651,0.440045248868778,0.941921747804384,NA,NA,NA,NA,-3.16574006875379e-08,0.0431361454095352,1,0.945074678960171,NA,NA,NA,55.9156869009585,66.67,50.6338864628821,-0.263363636363636,16425859,11.833,1388139.86309473,16.7,1768.153,NA,54.24,0.404,NA,NA,NA,NA,NA,NA,NA
"356","TGO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.1831730769231,NA,NA,NA,8278737,143.366,57745.4696371525,19.4,1429.813,0.7,61.04,0.503,NA,77,20,46,54,9,78
"357","THA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5741389728097,NA,36.3544129554656,NA,69799978,135.132,516531.820738241,40.1,16277.671,2.1,77.15,0.755,28.9,64,20,34,64,32,45
"358","TJK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.9715434083601,NA,29.3544907407407,NA,9537642,64.281,148374.200774723,23.3,2896.913,4.8,71.1,0.65,20.6,NA,NA,NA,NA,NA,NA
"359","TLS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.2442140468227,NA,NA,NA,1318442,87.176,15123.9102505277,18,6570.102,5.9,69.5,0.625,NA,NA,NA,NA,NA,NA,NA
"360","TTO",-7.4341314092052e-05,0.0306376481890543,0.760476739715494,0.972836167451787,-0.399311531841652,0.011132593170054,0.508146764302792,0.824174676143724,-1.42909100522976e-06,0.0255318068942948,0.86,0.863028971589157,NA,NA,NA,62.7225816993464,76.2018518518519,55.0227184466019,3.67252412075942,1399491,266.886,5243.77824239563,36.2,28763.071,3,73.51,0.784,NA,47,16,58,55,13,80
"361","TUN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.847328990228,NA,37.9545112781955,NA,11818618,74.228,159220.482836665,32.7,10849.297,2.3,76.7,0.735,13.8,80,38,53,68,23,34
"362","TUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.9676923076923,NA,52.4132452830189,NA,84339067,104.914,803887.631774596,31.6,25129.341,2.81,77.69,0.791,14,66,37,45,85,46,49
"363","TWN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.22990625,NA,24.1840377358491,NA,23816775,NA,NA,42.2,NA,NA,80.46,NA,30.8,58,17,45,69,93,49
"364","TZA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.9316398713826,NA,NA,NA,59734213,64.699,923263.311643147,17.7,2683.304,0.7,65.46,0.538,NA,NA,NA,NA,NA,34,38
"365","UGA",-4.16431647755843e-06,0.018927012668367,0.347963040739185,0.960736727012867,-0.08259802177471,0.0167163077237519,0.294553803732655,0.946218419497742,-3.67285367613301e-08,0.0150806480872874,0.428571428571429,0.723289500259253,NA,NA,NA,65.9896078431373,73.9319230769231,61.4324242424242,-6.29807692307692,45741000,213.759,213983.972604662,16.4,1697.707,0.5,63.37,0.516,NA,NA,NA,NA,NA,24,52
"366","UKR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.1912377850163,NA,NA,NA,43733759,77.39,565108.657449283,41.4,7894.393,8.8,72.06,0.751,NA,NA,NA,NA,NA,86,14
"367","URY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.0374760383387,NA,31.9130290456432,NA,3473727,19.751,175876.006278163,35.6,20551.409,2.8,77.91,0.804,NA,61,36,38,100,26,53
"368","USA",-0.000196315288076835,0.0121791306841488,0.402990541217663,0.988581928601754,-0.0706129586032032,0.00894112488471364,0.378645642229291,0.977453277060006,-3.2255935403441e-06,0.0065322702961222,0.343848344073131,0.927056392017776,NA,NA,NA,58.3685350318471,67.1685416666667,53.4540454545455,-2.99865833333335,331002647,35.608,9295738.23298135,38.3,54225.446,2.77,78.86,0.924,37,40,91,62,46,26,68
"369","UZB",-2.05084083428468e-05,0.0108204911026446,NA,0.87411417652782,NA,NA,NA,NA,-1.75683917622289e-07,0.0168236998351392,0.863945578231293,0.896710314256117,NA,NA,NA,55.8022829581994,45.7343859649123,58.0562146892655,-29.8694183829138,33469199,76.134,439609.097118239,28.2,6253.104,4,71.72,0.71,NA,NA,NA,NA,NA,NA,NA
"370","VAT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,809,NA,NA,NA,NA,NA,75.12,NA,NA,NA,NA,NA,NA,NA,NA
"371","VCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110947,281.787,393.726467154269,31.8,10727.146,2.6,72.53,0.723,NA,NA,NA,NA,NA,NA,NA
"372","VEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.9617307692308,NA,65.591013215859,NA,28435943,36.253,784374.893112294,29,16745.022,0.8,72.06,0.761,NA,81,12,73,76,16,100
"373","VNM",-2.41219866535349e-07,0.0975173855189463,0.957410562180579,0.99025337156856,-0.00237476819856705,0.0927187065961324,0.954664975160216,0.9748157365153,-1.15062287274102e-08,0.0835448338353465,1,0.8358082588902,NA,NA,NA,59.00303514377,75.2394594594595,50.3250485436893,15.8931359300477,97338583,308.127,315904.101230986,32.6,6171.884,2.6,75.4,0.694,27.7,70,20,40,30,57,35
"374","VUT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.7636789297659,NA,NA,NA,307150,22.662,13553.5257258847,23.1,2921.909,NA,70.47,0.603,NA,NA,NA,NA,NA,NA,NA
"375","OWID_KOS",-0.000108714210766494,0.026226894556948,0.746049876261184,0.989626177217548,NA,NA,NA,NA,-5.60851915433465e-06,0.0394551125664527,0.874538745387454,0.972877131970649,NA,NA,NA,59.3984887459807,63.7884210526316,54.0083555555556,-0.842245614035093,1932774,168.155,11494.0025571645,NA,9795.834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","YEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.6276677316294,NA,29.0282681564246,NA,29825968,53.508,557411.377737908,20.3,1479.147,0.7,66.12,0.452,NA,80,38,53,68,23,34
"377","ZAF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.8910576923077,NA,53.6446186440678,NA,59308690,46.754,1268526.54318347,27.3,12294.876,2.32,64.13,0.699,NA,NA,NA,NA,NA,34,63
"378","ZMB",-1.37402417629807e-05,0.0176233418652091,NA,0.954909534794651,-0.230870471246298,0.0342816824539383,NA,0.977286656845404,-4.32986240828688e-07,0.0343239389254797,0.984924623115578,0.913911805539405,NA,NA,NA,40.8156862745098,47.8191525423729,35.4864814814815,0.293234175025944,18383956,22.995,799476.233963905,17.7,3689.251,2,63.89,0.588,NA,NA,NA,NA,NA,30,42
"379","ZWE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.5926198083067,NA,60.5754471544715,NA,14862927,42.729,347841.676613073,19.6,1899.775,1.7,61.49,0.535,2.1,NA,NA,NA,NA,15,28
"380","OWID_WRL",-3.40302410905266e-05,0.00177652288521931,0.0522066593962848,0.500803407439819,NA,NA,NA,NA,-7.87920280372386e-07,0.00254649763239421,0.132491435568118,0.837068588133072,NA,NA,NA,NA,NA,NA,NA,7794798729,58.045,134288891.876992,30.9,15469.207,2.705,72.58,NA,NA,NA,NA,NA,NA,NA,NA
